id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
5260	"lewison, g"	0.2612	-0.112	1	6	6	29	465	26.3924	2003.6552	16.0345	0.9101
5262	"leydesdorff, l"	0.295	0.3748	28	45	140	183	5083	382.4253	2008	27.776	2.0898
5266	"li, c"	-0.5405	0.0126	3	12	13	9	40	6.6818	2014.1111	4.4444	0.7424
5268	"li, d"	-0.3498	0.1306	6	15	23	10	70	5.5795	2011.6	7	0.558
5272	"li, j"	-0.3622	-0.0408	8	29	38	25	384	37.4467	2012.92	15.36	1.4979
5275	"li, l"	-0.6629	0.1209	2	5	5	5	102	6.0606	2006.8	20.4	1.2121
5276	"li, m"	-0.7542	0.0682	7	9	12	7	13	5.3446	2011.2857	1.8571	0.7635
5278	"li, q"	-0.3591	-0.0875	3	10	12	6	25	1.7392	2010.5	4.1667	0.2899
5280	"li, s"	-0.1852	-0.2635	16	5	8	6	24	2.6109	2012.6667	4	0.4352
5283	"li, w"	-0.3275	-0.0541	8	12	14	12	47	4.9484	2010.6667	3.9167	0.4124
5284	"li, x"	-0.4155	-0.3272	5	14	20	11	230	15.4863	2009.9091	20.9091	1.4078
5285	"li, y"	-0.479	0.048	2	28	38	26	158	17.7909	2011.9615	6.0769	0.6843
5288	"li, z"	-0.4857	0.1984	8	7	7	5	66	6.1286	2013.6	13.2	1.2257
5293	"liang, l"	0.1009	-0.1089	3	19	39	25	312	17.6544	2007.08	12.48	0.7062
5300	"liao, j"	-0.6266	0.0733	2	2	4	5	4	1.3476	2010.2	0.8	0.2695
5351	"lin, h"	-0.616	0.3181	2	5	8	7	29	3.0628	2013.2857	4.1429	0.4375
5362	"lin, s"	-0.6204	-0.2797	4	4	4	5	23	1.5356	2007.4	4.6	0.3071
5368	"lin, y"	-0.6693	0.3506	2	8	14	8	31	2.5536	2008.625	3.875	0.3192
5418	"liu, c"	-0.6334	-0.0653	4	7	13	10	26	4.9582	2011.6	2.6	0.4958
5423	"liu, f"	-0.5399	-0.1565	4	8	8	8	15	4.2113	2014.25	1.875	0.5264
5424	"liu, g"	-0.7662	0.1226	7	1	1	5	34	2.8102	2004.2	6.8	0.562
5430	"liu, j"	-0.51	-0.1398	4	17	18	11	66	7.0793	2009.5455	6	0.6436
5432	"liu, js"	-1.5547	0.0664	22	3	7	11	74	9.5672	2013.9091	6.7273	0.8697
5435	"liu, l"	-0.6301	-0.3363	15	4	4	7	51	3.5009	2007.4286	7.2857	0.5001
5445	"liu, s"	-0.5128	0.2356	2	6	9	5	37	4.0811	2012.6	7.4	0.8162
5448	"liu, w"	-0.5971	0.1055	7	14	23	14	109	23.4243	2011.8571	7.7857	1.6732
5450	"liu, x"	-0.3818	-0.1207	16	29	46	31	203	20.7492	2013.129	6.5484	0.6693
5452	"liu, y"	-0.3031	0.003	1	21	35	25	194	17.4638	2011.04	7.76	0.6986
5455	"liu, z"	-0.4443	0.1013	2	14	17	14	226	20.3931	2009.9286	16.1429	1.4567
5508	"lopez-illescas, c"	0.7046	0.2867	11	7	15	6	87	5.3069	2011.1667	14.5	0.8845
5543	"lozano, s"	-0.8874	0.1532	7	1	2	5	32	2.3581	2010.2	6.4	0.4716
5550	"lu, k"	-0.8157	0.169	26	2	8	7	46	4.2638	2012.2857	6.5714	0.6091
5552	"lu, lyy"	-1.5746	0.0507	22	1	5	5	61	6.7186	2013	12.2	1.3437
5577	"luis ortega, j"	0.4966	-0.2732	11	5	12	15	174	20.7528	2012	11.6	1.3835
5603	"lunin, l"	-0.0664	-0.6245	13	16	21	30	67	4.8987	1989.0667	2.2333	0.1633
5617	"luukkonen, t"	0.8333	0.234	17	3	3	6	213	14.2824	1992.5	35.5	2.3804
5618	"luwel, m"	0.824	-0.2453	19	5	13	11	313	17.6507	2000.1818	28.4545	1.6046
5628	"lynch, c"	-0.1021	-0.6363	13	1	1	8	73	3.7659	1993	9.125	0.4707
5641	"ma, f"	-0.4024	-0.1952	1	6	8	7	54	4.879	2012.7143	7.7143	0.697
5644	"ma, j"	-0.2394	0.2659	6	5	6	6	14	4.1316	2015	2.3333	0.6886
5646	"ma, n"	-0.4654	-0.1576	3	5	8	6	131	6.4574	2007.5	21.8333	1.0762
5648	"ma, r"	-0.4827	-0.2327	1	9	11	8	53	4.9116	2011.625	6.625	0.614
5655	"ma, z"	-0.4314	-0.1587	3	12	17	6	111	8.9604	2009.8333	18.5	1.4934
5804	"mao, w"	-0.6957	-0.1593	4	6	14	6	21	4.8997	2014.3333	3.5	0.8166
5815	"marchionini, g"	-0.2127	-0.322	5	3	4	11	413	25.2656	1999.5455	37.5455	2.2969
5852	"markusova, v"	0.3459	-0.4892	1	5	7	7	51	2.5732	2001.2857	7.2857	0.3676
5923	"marx, w"	0.7729	0.6733	23	6	43	31	442	62.7621	2012.3226	14.2581	2.0246
6002	"mccain, k"	0.4366	-0.6119	1	1	3	22	1326	72.1081	1994.1364	60.2727	3.2776
6003	"mccain, kw"	0.3046	-0.7368	1	1	1	8	51	3.6735	2010.875	6.375	0.4592
6064	"meadow, c"	-0.0071	0.2358	8	3	5	23	201	15.7393	1988.4783	8.7391	0.6843
6066	"meadows, a"	-0.0604	0.0621	8	2	2	5	19	1.1178	1991.8	3.8	0.2236
6086	"meho, li"	-0.6275	-0.6373	31	2	4	7	650	29.6579	2007.5714	92.8571	4.2368
6107	"melin, g"	0.7988	0.42	14	2	5	7	338	21.5423	1998.4286	48.2857	3.0775
6121	"menczer, f"	-0.1655	0.316	12	4	8	5	66	6.7269	2010.6	13.2	1.3454
6124	"mendez, a"	1.3024	-0.0914	29	5	16	11	154	10.1864	1991.9091	14	0.926
6169	"meyer, m"	0.1616	0.1229	6	8	19	27	1217	62.813	2005.7037	45.0741	2.3264
6188	"miguel campanario, j"	-0.6213	1.3267	18	3	3	18	177	11.7071	2010.8333	9.8333	0.6504
6189	"miguel, s"	0.6212	0.8771	20	6	14	6	75	7.4299	2011.3333	12.5	1.2383
6225	"milojevic, s"	-0.4564	-0.3081	2	16	32	15	223	20.6415	2013.0667	14.8667	1.3761
6244	"miquel, j"	0.9349	-1.3065	21	3	17	10	210	13.5193	1995.1	21	1.3519
6284	"moed, h"	0.8497	-0.1623	19	18	47	40	2129	117.016	1997.775	53.225	2.9254
6285	"moed, hf"	0.6749	0.3587	11	14	27	23	606	47.3118	2012.2174	26.3478	2.057
6296	"mohammadi, e"	-0.1354	-0.7783	9	4	7	5	110	28.911	2014	22	5.7822
6375	"moreno, l"	1.3571	0.0469	29	6	12	5	46	5.7256	2010.8	9.2	1.1451
6383	"morillo, f"	1.3218	0.0172	29	7	17	10	252	14.5918	2010.2	25.2	1.4592
6410	"mostafa, j"	-0.1531	0.0656	12	1	1	5	36	1.8721	2002.2	7.2	0.3744
6425	"moya-anegon, f"	0.5942	0.7345	20	9	27	18	449	33.0591	2010.1111	24.9444	1.8366
6495	"mutz, r"	0.6982	0.5103	23	5	41	25	738	64.6859	2011.8	29.52	2.5874
6572	"nederhof, a"	0.8817	-0.198	19	5	12	17	675	38.0762	1992.6471	39.7059	2.2398
6592	"nelson, m"	-0.9204	0.3242	26	1	1	6	64	3.4536	1998	10.6667	0.5756
6630	"ni, c"	-0.4855	-0.3842	1	13	24	11	111	11.8091	2012.2727	10.0909	1.0736
6640	"nicholson, s"	-0.5362	0.6877	7	1	1	5	36	1.696	2003.8	7.2	0.3392
6642	"nicolaisen, j"	1.3432	0.4677	36	1	8	10	84	6.0244	2010.8	8.4	0.6024
6648	"niemi, t"	0.9065	0.4914	14	1	3	6	21	1.0629	2005.5	3.5	0.1771
6663	"nisonger, t"	-0.8017	-0.3967	15	1	4	6	145	9.1632	1997.8333	24.1667	1.5272
6698	"noyons, e"	0.7984	-0.1769	19	8	12	14	406	24.9926	2001.5714	29	1.7852
6699	"noyons, ecm"	0.9378	0.3128	14	13	20	7	295	20.8141	2010	42.1429	2.9734
6741	"oard, dw"	-0.2384	-0.2304	5	3	3	5	27	1.9229	2011.6	5.4	0.3846
6773	"ojasoo, t"	0.9707	-1.3295	21	3	15	7	119	7.2297	1998.2857	17	1.0328
6778	"okubo, y"	0.9329	-1.2591	21	5	17	13	298	17.5492	1998.5385	22.9231	1.3499
6831	"oppenheim, c"	-0.0409	-0.2345	8	5	5	17	355	18.7245	2002.7059	20.8824	1.1014
6834	"opthof, t"	0.4841	0.4984	28	3	11	9	370	23.7415	2011	41.1111	2.6379
6836	"orduna-malea, e"	-0.721	1.3464	18	2	7	13	47	11.7627	2014.5385	3.6154	0.9048
6854	"ortuno, i"	0.2817	0.7019	20	2	12	6	138	8.9016	2011.1667	23	1.4836
6857	"osareh, f"	0.2975	-0.7182	1	2	3	5	43	2.6362	2007	8.6	0.5272
6894	"ozel, b"	0.2094	-0.4036	13	4	10	6	24	3.5065	2013.3333	4	0.5844
6916	"padhi, p"	0.179	0.3617	6	1	6	6	91	5.1506	1999.8333	15.1667	0.8584
6954	"paltoglou, g"	-0.3062	-1.0508	9	2	8	5	607	42.342	2012	121.4	8.4684
6962	"pan, x"	-0.5287	0.0486	2	9	18	8	14	2.2551	2014.875	1.75	0.2819
6963	"pan, y"	-0.3832	-0.1631	3	12	19	8	78	5.2125	2011	9.75	0.6516
7002	"park, h"	0.3056	0.0882	10	3	9	7	170	14.0269	2010.4286	24.2857	2.0038
7003	"park, hw"	0.1164	-0.0249	10	11	25	30	334	38.6654	2012.4	11.1333	1.2888
7004	"park, j"	-0.5323	0.6719	7	2	2	7	105	6.4459	2008.5714	15	0.9208
7012	"park, y"	0.0348	0.0046	8	2	2	5	34	1.9321	2008.4	6.8	0.3864
7114	"pepe, a"	0.0084	0.3983	6	2	4	5	59	3.3973	2009.6	11.8	0.6795
7137	"perianes-rodriguez, a"	0.4347	0.681	20	7	12	8	51	11.6677	2014	6.375	1.4585
7139	"peritz, b"	0.3526	-0.218	11	1	3	15	270	17	1992.0667	18	1.1333
7157	"persson, o"	0.7865	0.3643	14	12	26	28	1179	69.5072	2002.5	42.1071	2.4824
7169	"peters, h"	0.9516	-0.1401	19	2	6	5	174	10.2473	1992.6	34.8	2.0495
7209	"pichappan, p"	0.055	0.4336	6	1	1	5	44	2.3147	1997	8.8	0.4629
7270	"polanco, x"	1.0145	-0.8908	21	1	3	6	46	2.3845	2002.6667	7.6667	0.3974
7306	"porter, a"	-0.4687	0.3081	8	5	7	8	188	14.8511	2002.25	23.5	1.8564
7307	"porter, al"	-0.3611	0.2401	7	10	21	16	589	50.3643	2012.6875	36.8125	3.1478
7315	"pouris, a"	-0.775	0.2631	12	1	1	20	193	15.5993	2004.3	9.65	0.78
7323	"prabowo, r"	-0.151	-0.9572	9	2	6	5	171	9.0506	2007.4	34.2	1.8101
7377	"pudovkin, a"	0.259	-0.4895	13	2	5	5	201	8.9827	2004.8	40.2	1.7965
7409	"qin, j"	-0.2513	-0.123	3	9	12	11	209	13.1403	2005.4545	19	1.1946
7414	"qiu, j"	-0.3771	-0.2513	1	10	12	9	89	5.6475	2009.4444	9.8889	0.6275
7443	"rada, r"	-0.0409	-0.6005	13	1	1	5	65	4.1805	1990.2	13	0.8361
7445	"radev, d"	-0.271	-0.2743	5	4	5	6	91	6.1264	2007.5	15.1667	1.0211
7449	"radicchi, f"	-0.1151	0.406	12	7	15	9	132	16.8438	2013.3333	14.6667	1.8715
7458	"rafols, i"	-0.0733	0.1895	7	7	19	16	1301	88.3103	2010.9375	81.3125	5.5194
7460	"raghavan, v"	-0.5571	-0.4823	5	2	2	10	208	13.0011	1997.8	20.8	1.3001
7491	"ramanana-rahary, s"	0.7061	-0.9083	21	3	10	5	164	8.1468	2004.6	32.8	1.6294
7514	"rao, i"	0.1358	0.6753	25	2	6	11	152	11.6225	1996.6364	13.8182	1.0566
7632	"rice, r"	0.0584	0.2153	8	1	3	9	219	14.7445	1993.4444	24.3333	1.6383
7665	"rinia, e"	0.9271	-0.0655	19	6	10	6	143	6.7083	1998.8333	23.8333	1.1181
7691	"robertson, s"	-0.0492	0.0157	8	2	2	5	87	5.4831	2000.2	17.4	1.0966
7701	"robinson-garcia, n"	-0.5346	1.3124	18	9	33	11	82	15.0677	2013.6364	7.4545	1.3698
7709	"roche, i"	0.9535	-0.814	21	7	23	5	35	2.6009	2012	7	0.5202
7732	"rodriguez, ma"	-0.015	0.3782	6	3	6	6	253	11.2246	2008.3333	42.1667	1.8708
7738	"rodriguez-sanchez, r"	-0.5056	1.4403	18	6	53	21	78	11.9983	2013.5714	3.7143	0.5713
7756	"rohde, n"	-0.0479	-1.2706	32	4	12	6	7	0.3699	1993	1.1667	0.0617
7765	"rokach, l"	-0.4341	-0.6738	15	1	1	6	9	0.8884	2013.3333	1.5	0.1481
7790	"rorvig, m"	0.1381	-0.5851	13	2	2	9	80	5.0167	1997.6667	8.8889	0.5574
7796	"rosati, f"	1.745	0.9998	30	2	14	7	61	10.2498	2014.5714	8.7143	1.4643
7843	"rousseau, r"	-0.0244	0.2981	25	50	154	155	2168	149.5698	2006.2903	13.9871	0.965
7844	"rousseau, s"	0.0741	0.5411	25	2	7	9	146	9.4628	2008.2222	16.2222	1.0514
7884	"ruiz-banos, r"	-1.0085	1.4111	18	4	24	9	63	3.2293	2004.8889	7	0.3588
7885	"ruiz-castillo, j"	0.275	0.6319	20	8	26	23	328	42.4251	2013.2174	14.2609	1.8446
7986	"salton, g"	-0.3932	-0.4732	5	4	5	13	677	25.6437	1986.3846	52.0769	1.9726
8012	"sanderson, m"	0.0295	-0.1255	8	5	6	14	140	8.7627	2010.5	10	0.6259
8020	"sandstrom, u"	0.5591	0.0558	11	1	2	6	61	7.1234	2013.1667	10.1667	1.1872
8047	"sanz-casado, e"	0.6839	0.1528	17	3	6	9	47	6.1955	2010.1111	5.2222	0.6884
8057	"saracevic, t"	-0.4328	-0.4197	15	5	13	14	1453	92.9322	1995.6429	103.7857	6.638
8107	"scharnhorst, a"	0.5926	-0.2624	11	10	15	14	255	16.1533	2005	18.2143	1.1538
8115	"schiebel, e"	0.9185	-0.7426	21	10	31	11	94	6.7648	2010.2727	8.5455	0.615
8116	"schier, h"	0.8425	0.7058	23	4	17	7	176	14.2296	2010.8571	25.1429	2.0328
8124	"schlemmer, b"	0.7057	-0.3233	24	3	10	5	225	9.9025	2005	45	1.9805
8131	"schloegl, c"	0.992	-0.6212	27	2	7	7	128	9.8171	2010.1429	18.2857	1.4024
8141	"schmoch, u"	1.0997	-0.4105	27	4	8	13	334	21.3266	2004.6923	25.6923	1.6405
8143	"schneider, jw"	0.785	0.1372	17	3	4	9	170	16.3323	2011	18.8889	1.8147
8149	"schoepflin, u"	0.7627	-0.1095	17	4	8	5	149	8.7146	1996.8	29.8	1.7429
8157	"schreiber, m"	1.1313	0.4148	14	1	1	25	343	27.5767	2011.8	13.72	1.1031
8160	"schroeder, a"	0.4201	0.3296	28	1	1	7	16	1.1028	2001.1429	2.2857	0.1575
8163	"schubert, a"	1.0162	-0.2251	24	13	116	118	3074	185.0943	1996.1695	26.0508	1.5686
8165	"schubert, t"	1.1341	-0.4366	27	2	3	8	127	8.5201	2011.75	15.875	1.065
8208	"seglen, p"	0.9263	0.2066	17	1	2	5	582	38.1005	1996.4	116.4	7.6201
8281	"shah, c"	-0.1999	-0.341	5	1	2	8	85	11.7298	2013.25	10.625	1.4662
8298	"shapira, b"	-0.4292	-0.6585	15	2	2	8	58	3.092	2007.25	7.25	0.3865
8299	"shapira, p"	-0.5257	0.3001	7	8	16	13	233	29.7835	2012.9231	17.9231	2.291
8309	"sharma, p"	0.1609	0.2527	6	5	10	7	61	3.6443	1999	8.7143	0.5206
8318	"shaw, d"	-0.6986	-0.536	31	5	12	14	458	22.299	2001	32.7143	1.5928
8322	"shaw, w"	-0.5179	-0.6492	15	1	2	10	153	9.8325	1989.3	15.3	0.9833
8352	"shepherd, m"	-0.8908	-0.3061	4	1	4	5	87	4.0942	1997.2	17.4	0.8188
8395	"shneiderman, b"	-0.2329	-0.2759	5	3	3	9	189	11.6889	2000	21	1.2988
8501	"sivertsen, g"	0.8238	0.1959	17	10	11	10	263	22.16	2011.4	26.3	2.216
8535	"small, h"	0.2042	-0.5515	13	6	8	31	1375	84.7095	1998.2258	44.3548	2.7326
8561	"smith, l"	-0.0819	-0.3494	15	4	5	5	28	2.4139	1988.6	5.6	0.4828
8594	"soergel, d"	-0.2628	-0.3142	16	7	10	11	278	21.2514	2006.2727	25.2727	1.9319
8602	"solazzi, m"	1.6122	1.0598	30	2	10	5	78	5.2589	2010.8	15.6	1.0518
8609	"solomon, p"	-0.1783	-0.1551	5	1	1	6	349	19.9064	1998	58.1667	3.3177
8628	"song, m"	-0.269	0.0709	2	14	26	21	65	14.9095	2014.7143	3.0952	0.71
8639	"sooryamoorthy, r"	1.1486	-0.4483	27	1	1	8	136	8.2795	2009.75	17	1.0349
8682	"spink, a"	-0.2031	-0.0381	12	11	43	29	1397	67.725	2002.6552	48.1724	2.3353
8702	"srinivasan, p"	-0.021	0.1476	6	2	2	5	141	7.0751	2002.8	28.2	1.415
8703	"srinivasan, r"	0.0502	0.4109	6	4	4	7	94	4.8749	2005.5714	13.4286	0.6964
8775	"straub, d"	-0.0421	-1.3106	32	4	10	7	31	1.8489	1992.7143	4.4286	0.2641
8785	"strotmann, a"	-0.0029	0.8666	35	1	11	11	216	15.7637	2010.8182	19.6364	1.4331
8801	"stvilia, b"	-0.2893	0.411	6	4	8	9	281	15.481	2011.2222	31.2222	1.7201
8809	"su, x"	-0.4124	-0.0882	4	6	7	5	22	2.5923	2013.2	4.4	0.5185
8822	"sud, p"	-0.3514	-0.8381	9	2	13	11	148	22.6157	2013.7273	13.4545	2.056
8826	"sugimoto, cr"	-0.3929	-0.5793	9	17	58	35	664	87.1745	2012.9143	18.9714	2.4907
8839	"sun, a"	-0.5217	-0.0311	3	3	4	7	100	8.8909	2009.8571	14.2857	1.2701
8843	"sun, j"	-0.5157	-0.2835	5	7	7	7	17	4.8717	2014.7143	2.4286	0.696
8848	"sun, x"	-0.6139	0.2767	2	7	12	10	50	5.1903	2013.4	5	0.519
8849	"sun, y"	-0.3906	-0.4088	15	9	17	16	148	14.0087	2011.25	9.25	0.8755
8883	"suzuki, t"	-1.0066	0.0225	7	1	2	5	26	2.4187	2011	5.2	0.4837
8890	"swanson, d"	0.219	0.9052	25	1	1	11	405	28.8006	1991.2727	36.8182	2.6182
8919	"tague, j"	-0.9065	0.3124	26	3	3	7	147	11.2629	1986.8571	21	1.609
8920	"taguesutcliffe, j"	-0.7058	-0.4536	31	1	1	5	64	4.1338	1995	12.8	0.8268
8965	"tang, j"	-0.3251	0.1811	6	12	22	7	41	3.8551	2012.1429	5.8571	0.5507
8968	"tang, l"	-0.589	0.2254	7	6	16	10	194	25.6345	2013.2	19.4	2.5634
8973	"tang, r"	-0.5004	-0.6222	15	5	8	6	130	6.7481	2002.3333	21.6667	1.1247
9014	"telcs, a"	1.195	-0.2412	24	3	7	6	83	6.0627	1998.5	13.8333	1.0104
9022	"tenopir, c"	0.0651	-0.6637	1	4	4	13	150	12.2255	2002.6923	11.5385	0.9404
9047	"thelwall, m"	-0.207	-0.7685	9	31	127	133	3707	354.8346	2010.6917	27.8722	2.6679
9052	"thijs, b"	0.5287	-0.1663	24	15	61	33	915	48.8453	2009.6364	27.7273	1.4802
9059	"thomas, p"	0.1938	-0.075	10	2	3	8	50	6.3432	2008.5	6.25	0.7929
9091	"tijssen, r"	0.8222	0.0471	19	15	25	18	693	39.7152	1999.1111	38.5	2.2064
9092	"tijssen, rjw"	1.0638	0.2969	14	8	12	10	238	17.8834	2012.4	23.8	1.7883
9109	"todorov, r"	0.3881	-1.0126	34	1	2	10	71	5.188	1988.4	7.1	0.5188
9154	"torres-salinas, d"	-0.6034	1.374	18	10	44	17	166	20.5922	2012.7647	9.7647	1.2113
9203	"tsay, m"	-0.8474	0.0498	7	3	5	11	112	6.219	2004.8182	10.1818	0.5654
9216	"tsou, a"	-0.287	-0.6069	9	7	13	5	44	19.6477	2015.2	8.8	3.9295
9217	"tsuji, k"	-1.0087	-0.0143	7	1	4	5	38	1.889	2006	7.6	0.3778
9240	"turner, w"	-1.1583	1.4099	18	2	2	6	28	1.5407	1992.3333	4.6667	0.2568
9259	"uddin, s"	-0.2362	0.704	33	2	5	5	62	5.9724	2013.6	12.4	1.1945
9310	"vakkari, p"	0.9383	0.4502	14	2	2	8	115	6.928	2007.75	14.375	0.866
9343	"van den besselaar, p"	0.5326	0.0372	11	11	17	23	382	28.7409	2009	16.6087	1.2496
9364	"van eck, nj"	1.0113	0.3341	14	11	60	32	1448	116.4623	2011.2812	45.25	3.6394
9372	"van hooydonk, g"	0.0636	0.6267	25	2	5	8	112	6.0243	1999.625	14	0.753
9374	"van leeuwen, t"	0.8224	-0.0267	19	10	27	16	754	36.3743	2004.4375	47.125	2.2734
9375	"van leeuwen, tn"	1.0304	0.2044	14	12	47	20	726	53.9739	2011.05	36.3	2.6987
9376	"van looy, b"	0.7114	-0.1877	19	6	10	12	194	14.534	2009.8333	16.1667	1.2112
9381	"van raan, a"	0.8696	-0.0686	19	6	17	21	1616	80.3955	2001.4286	76.9524	3.8284
9382	"van raan, afj"	1.0844	0.1807	14	11	38	20	682	46.5348	2010.35	34.1	2.3267
9406	"vanclay, jk"	0.8975	0.8211	23	1	1	9	325	22.3825	2010.6667	36.1111	2.4869
9429	"vanleeuwen, t"	0.8817	-0.0166	19	2	5	5	495	32.57	1994.8	99	6.514
9434	"vanraan, a"	0.9145	-0.1481	19	6	22	28	1080	64.7593	1990.8929	38.5714	2.3128
9445	"vargas-quesada, b"	0.5462	0.6874	20	9	28	13	236	16.653	2011.0769	18.1538	1.281
9463	"vaughan, l"	-0.6781	-0.4327	31	7	10	26	722	37.571	2007.7692	27.7692	1.445
9491	"verbeek, a"	0.7518	-0.2518	19	5	11	6	188	8.0964	2005	31.3333	1.3494
9497	"verleysen, ft"	0.6991	0.2295	17	3	7	6	37	6.5307	2014.5	6.1667	1.0885
9520	"vieira, es"	0.686	-0.4835	11	2	8	8	147	9.8493	2011.875	18.375	1.2312
9525	"viel, f"	1.6979	1.0705	30	2	10	5	23	1.9174	2011.4	4.6	0.3835
9552	"visser, m"	0.9106	0.1043	19	13	19	7	427	20.3459	2007.4286	61	2.9066
9553	"visser, ms"	1.0086	0.2781	14	11	33	8	481	36.6023	2011	60.125	4.5753
9577	"von ins, m"	0.9557	-0.5032	27	1	1	5	294	16.4854	2007	58.8	3.2971
9599	"wacholder, n"	-0.4903	-0.4658	15	5	10	5	34	2.2368	2008.4	6.8	0.4474
9602	"wagner, c"	0.3955	0.316	28	4	10	11	284	20.2885	2010.7273	25.8182	1.8444
9605	"wagner-dobler, r"	0.606	-0.0328	17	3	6	11	102	5.2747	2002	9.2727	0.4795
9641	"waltman, l"	1.0479	0.3765	14	16	65	43	1634	166.3361	2012.1628	38	3.8683
9653	"wang, c"	-0.7092	-0.2219	4	6	15	8	47	5.9121	2007.875	5.875	0.739
9654	"wang, cc"	-1.1279	0.0689	22	3	8	5	8	2.6587	2014.8	1.6	0.5317
9655	"wang, d"	-0.4338	-0.0213	4	9	12	6	23	3.1104	2012.8333	3.8333	0.5184
9656	"wang, f"	-0.279	-0.1561	1	8	8	7	31	4.4553	2012.7143	4.4286	0.6365
9659	"wang, g"	-0.3879	-0.0086	3	7	8	5	73	5.2469	2010	14.6	1.0494
9661	"wang, h"	-0.5955	-0.1913	4	11	13	11	58	6.8157	2009.9091	5.2727	0.6196
9664	"wang, j"	-0.417	0.1489	16	22	33	27	314	32.622	2011	11.6296	1.2082
9668	"wang, l"	-0.2212	0.0569	1	14	15	13	79	16.2181	2013.8462	6.0769	1.2475
9674	"wang, p"	-0.3318	-0.155	5	6	10	10	353	19.7649	2006.1	35.3	1.9765
9682	"wang, x"	-0.5724	-0.1115	4	33	61	33	224	27.2639	2013.0303	6.7879	0.8262
9683	"wang, y"	-0.5261	-0.0963	3	28	41	22	140	15.4194	2011.5455	6.3636	0.7009
9684	"wang, z"	-0.6108	-0.2384	4	14	26	12	88	10.2444	2011.6667	7.3333	0.8537
9712	"watters, c"	-0.8678	-0.2985	4	2	5	11	133	7.028	2000.3636	12.0909	0.6389
9799	"white, h"	0.437	-0.5842	1	3	6	23	1476	85.2703	1995.1304	64.1739	3.7074
9800	"white, hd"	0.0187	-0.5161	1	3	3	6	92	5.1956	2009.3333	15.3333	0.8659
9832	"wilbur, w"	-0.1204	-0.0932	10	1	1	5	27	1.5244	1997.6	5.4	0.3049
9848	"wilkinson, d"	-0.3619	-0.7065	9	3	17	12	266	15.2619	2007.4167	22.1667	1.2718
9853	"willett, p"	-0.0169	-0.1862	8	4	4	12	338	21.5107	1990.0833	28.1667	1.7926
9863	"williams, r"	0.769	0.8652	23	1	3	6	36	3.9789	2004	6	0.6631
9870	"wilson, c"	0.2637	-0.6414	1	4	15	18	340	16.6231	2001.5556	18.8889	0.9235
9871	"wilson, cs"	0.0305	-0.553	1	4	6	7	93	5.963	2009.1429	13.2857	0.8519
9876	"wilson, p"	-0.2589	-0.9163	9	1	5	9	101	18.4065	2005.8889	11.2222	2.0452
9879	"wilson, t"	0.0365	-0.3011	12	5	26	8	289	12.598	1999.5	36.125	1.5747
9893	"winterhager, m"	0.3949	-0.995	34	2	3	6	49	2.6482	1993.8333	8.1667	0.4414
9923	"wolfram, d"	-0.6891	0.0163	26	12	30	28	649	35.0743	2007	23.1786	1.2527
9928	"wong, cy"	0.1528	-0.0046	1	3	3	10	81	9.5302	2012.8	8.1	0.953
9930	"wong, k"	-0.1384	0.0105	8	4	4	5	45	2.6695	2000.8	9	0.5339
9933	"wong, s"	-0.5064	-0.514	5	3	7	7	225	12.2924	1991.4286	32.1429	1.7561
9952	"wormell, i"	0.758	0.2015	17	1	2	5	61	3.7333	1999.2	12.2	0.7467
9957	"wouters, p"	0.9829	0.3817	14	15	24	18	354	42.2497	2005.1667	19.6667	2.3472
9960	"wray, kb"	0.8475	0.881	23	1	1	7	18	6.4048	2012.7143	2.5714	0.915
9967	"wu, c"	-0.8226	0.0804	7	9	12	5	46	5.0532	2010.2	9.2	1.0106
9976	"wu, h"	-0.3321	-0.4006	5	4	5	5	87	5.2198	2002.8	17.4	1.044
9980	"wu, j"	-0.8615	0.1434	7	5	6	9	37	8.6257	2013.7778	4.1111	0.9584
9984	"wu, ll"	-1.3458	-0.0552	22	1	3	5	13	0.7908	2011.6	2.6	0.1582
9985	"wu, m"	-0.2861	-0.0426	1	5	5	7	39	3.3627	2011.2857	5.5714	0.4804
9988	"wu, q"	-0.5416	-0.2034	5	5	5	7	61	3.8164	2010	8.7143	0.5452
9990	"wu, s"	-0.3072	0.3685	6	5	6	6	28	2.6382	2012.8333	4.6667	0.4397
9995	"wu, y"	-0.2838	-0.0938	3	16	26	17	121	9.0704	2008.4706	7.1176	0.5336
9999	"wu, z"	-0.4704	-0.1898	3	2	2	5	181	10.2647	2002	36.2	2.0529
10019	"xiao, l"	-0.5624	-0.3735	5	3	3	6	9	3.6111	2014.6667	1.5	0.6018
10022	"xie, h"	-0.763	0.0233	26	1	1	5	228	10.5554	2006.2	45.6	2.1111
10039	"xu, h"	-0.8752	0.0607	7	3	5	7	68	5.456	2011.1429	9.7143	0.7794
10040	"xu, j"	-0.4338	0.1963	2	10	11	5	24	4.9513	2012.8	4.8	0.9903
10044	"xu, s"	-0.6845	-0.2617	4	8	21	8	81	8.795	2012.75	10.125	1.0994
10047	"xu, y"	-0.571	-0.0203	4	8	9	10	167	8.0146	2008.5	16.7	0.8015
10067	"yamazaki, s"	-0.9051	0.0013	7	2	2	7	32	2.2067	1995.1429	4.5714	0.3152
